"Key","Item Type","Publication Year","Author","Title","Publication Title","ISBN","ISSN","DOI","Url","Abstract Note","Date","Date Added","Date Modified","Access Date","Pages","Num Pages","Issue","Volume","Number Of Volumes","Journal Abbreviation","Short Title","Series","Series Number","Series Text","Series Title","Publisher","Place","Language","Rights","Type","Archive","Archive Location","Library Catalog","Call Number","Extra","Notes","File Attachments","Link Attachments","Manual Tags","Automatic Tags","Editor","Series Editor","Translator","Contributor","Attorney Agent","Book Author","Cast Member","Commenter","Composer","Cosponsor","Counsel","Interviewer","Producer","Recipient","Reviewed Author","Scriptwriter","Words By","Guest","Number","Edition","Running Time","Scale","Medium","Artwork Size","Filing Date","Application Number","Assignee","Issuing Authority","Country","Meeting Name","Conference Name","Court","References","Reporter","Legal Status","Priority Numbers","Programming Language","Version","System","Code","Code Number","Section","Session","Committee","History","Legislative Body"
"PTTU363I","journalArticle","2021","Bamunuarachchi, NI; Khan, F; ...","Antimicrobial properties of actively purified secondary metabolites isolated from different marine organisms","Current Pharmaceutical …","","","","https://www.ingentaconnect.com/content/ben/cpb/2021/00000022/00000007/art00006","Background: The treatment of infection caused by pathogenic bacteria becomes one of the serious concerns globally. The failure in the treatment was found due to the exhibition of …","2021","2024-02-07 21:41:05","2024-02-08 22:14:06","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00275 Publisher: ingentaconnect.com","","; ","https://www.researchgate.net/profile/Nilushi-Bamunuarachchi/publication/350580844%3Csub%3EA%3C/sub%3Entimicrobial%E2%82%9Aroperties%E2%82%92f%E2%82%90ctively%E2%82%9Aurified%E2%82%9Becondary%E2%82%98etabolites%3Csub%3Ei%3C/sub%3Esolated%3Csub%3Ef%3C/sub%3Erom%3Csub%3Ed%3C/sub%3Eifferent%E2%82%98arine%E2%82%92rganisms/links/607947ef881fa114b4073709/Antimicrobial-properties-of-actively-purified-secondary-metabolites-isolated-from-different-marine-organisms.pdf; https://scholar.google.com/scholar?q=related:LnyYiyHz5jMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"Y797WWD2","journalArticle","2023","Chukwudulue, UM; Barger, N; Dubovis, M; ...","Natural products and pharmacological properties of symbiotic bacillota (firmicutes) of marine macroalgae","Marine Drugs","","","","https://www.mdpi.com/1660-3397/21/11/569","The shift from the terrestrial to the marine environment to discover natural products has given rise to novel bioactive compounds, some of which have been approved for human medicine…","2023","2024-02-07 21:41:07","2024-02-09 00:11:32","","","","","","","","","","","","","","","","","","","","","","Publisher: mdpi.com Type: HTML","","; ","https://www.mdpi.com/1660-3397/21/11/569; https://scholar.google.com/scholar?q=related:nq5BexISO4MJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"N8466IYB","journalArticle","2021","Indika, BAN","Bactericidal activity of marine algae extracts against biofilm-forming pathogenic bacteria","","","","","https://repository.pknu.ac.kr:8443/handle/2021.oak/1075","Antibiotic-resistant bacteria are becoming more widespread and communities, necessitating the development of new strategies. Marine species are believed to be one of the possible …","2021","2024-02-07 21:41:07","2024-02-09 00:40:23","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00306","","; ","https://repository.pknu.ac.kr:8443/bitstream/2021.oak/1075/2/Bactericidal%20Activity%20of%20Marine%20Algae%20Extracts%20Against%20Biofilm-Forming%20Pathogenic%20Bacteria.pdf; https://scholar.google.com/scholar?q=related:8yPcSINmVDoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"4XG6R7B6","journalArticle","2023","Mancuso, FP; Morrissey, KL; Clerck, O De; ...","Warming and nutrient enrichment can trigger seaweed loss by dysregulation of the microbiome structure and predicted function","Science of The Total …","","","","https://www.sciencedirect.com/science/article/pii/S0048969723015358","Warming and nutrient enrichment are key pervasive drivers of ecological shifts in both aquatic and terrestrial ecosystems, impairing the physiology and survival of a wide range of …","2023","2024-02-07 21:41:08","2024-02-08 23:54:33","","","","","","","","","","","","","","","","","","","","","","Publisher: Elsevier","","","https://scholar.google.com/scholar?q=related:Q4%3Csub%3EI%3C/sub%3ExyDkwUYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"B7YHHXIP","journalArticle","2020","Kizhakkekalam, VK; Chakraborty, K","Marine macroalgae-associated heterotrophic Firmicutes and Gamma-proteobacteria: prospective anti-infective agents against multidrug resistant …","Archives of microbiology","","","10.1007/s00203-019-01800-2","https://link.springer.com/article/10.1007/s00203-019-01800-2","The development of drug-resistant bacteria and the necessity for unique antimicrobial agents, directed to the search of new habitats to screen the production of anti-infective substances. …","2020","2024-02-07 21:41:08","2024-02-08 21:54:39","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00319 Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s00203-019-01800-2; https://scholar.google.com/scholar?q=related:ZEgeJEE3OHcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"QZ2M9F5R","journalArticle","2021","Francis, A; Chakraborty, K","Marine macroalga-associated heterotroph Bacillus velezensis as prospective therapeutic agent","Archives of Microbiology","","","10.1007/s00203-020-02169-3","https://link.springer.com/article/10.1007/s00203-020-02169-3","Marine macroalgae and their accompanying microbial flora were proved to be the reservoir of potential bioactive compounds with promising pharmacological applications. …","2021","2024-02-07 21:41:10","2024-02-08 21:54:56","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00360 Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s00203-020-02169-3; https://scholar.google.com/scholar?q=related:KlKmBJ1flB0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"VBEPC44I","journalArticle","2021","Chakraborty, K; Francis, A; Chakraborty, RD; ...","Marine macroalga-associated heterotrophic Bacillus velezensis: a novel antimicrobial agent with siderophore mode of action against drug-resistant …","Archives of …","","","10.1007/s00203-021-02513-1","https://link.springer.com/article/10.1007/s00203-021-02513-1","Increased prevalence of microbial resistance and development of drug-resistant pathogens have triggered an urge among researchers to discover potential antimicrobial compounds, …","2021","2024-02-07 21:41:12","2024-02-08 21:54:56","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00396 Publisher: Springer Type: HTML","","; ","https://link.springer.com/article/10.1007/s00203-021-02513-1; https://scholar.google.com/scholar?q=related:Tn7%3Csub%3Ew%3C/sub%3E6naBWwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"YH23GFUF","journalArticle","2022","Banerjee, S; Pati, S; Chaudhuri, S Ray","Algae–Bacterial mixed culture for waste to wealth conversation: A case study","Technological Advancement in …","","","10.1007/978-981-19-6806-8_10","https://link.springer.com/chapter/10.1007/978-981-19-6806-8_10","The need for alternative sources of renewable fuel was felt in 1970–1980 with research being directed toward exploring algae as the starter material for biofuel production. Algal …","2022","2024-02-07 21:41:16","2024-02-08 22:15:43","","","","","","","","","","","","","","","","","","","","","","Citation Key: pop00463 Publisher: Springer","","","https://scholar.google.com/scholar?q=related:VQ5L3vYpm8sJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"323HG9QF","journalArticle","2023","Yen, Y","Application of ensiled Saccharina latissima and Alaria esculenta as feed: ensilability, digestibility and bioactivity","PhD thesis","","","","https://nordopen.nord.no/nord-xmlui/bitstream/handle/11250/3067090/Yen_eksl_art_2-3.pdf?sequence=4","… latissima (earlier known as Laminaria saccharina and commonly known as sugar kelp in English), and Alaria esculenta (winged kelp) are the most extensively farmed species, …","2023","2024-02-08 14:27:08","2024-02-08 22:13:50","","","","","","","","","","","","","","","","","","","","","","Publisher: nordopen.nord.no","","; ","https://nordopen.nord.no/nord-xmlui/bitstream/handle/11250/3067090/Yen%E2%82%91ksl%E2%82%90rt%E2%82%82-3.pdf?sequence=4; https://scholar.google.com/scholar?q=related:iQexqsxeOoAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"6VRV5JQH","journalArticle","2023","Zhang, F; Liu, S; Wang, XY","Changes of the community structure of marine planktonic bacteria in the kelp culture area of Dongshan Bay.","","","","10.5555/20230304519","https://www.cabidigitallibrary.org/doi/full/10.5555/20230304519","The planktonic bacterial community in seawater of a kelp culture area in Dongshan Bay, Fujian Province was investigated to understand the changes of bacteria structure characteristics …","2023","2024-02-08 14:27:08","2024-02-09 00:47:06","","","","","","","","","","","","","","","","","","","","","","Publisher: cabidigitallibrary.org","","; ","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20230304519; https://scholar.google.com/scholar?q=related:hSU%3Csub%3ET%3C/sub%3E55m6KEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"UKQ4WCJU","journalArticle","2023","Li, J","Microbial symbiosis and host disease resistance in marine macroalgae","","","","","https://unsworks.unsw.edu.au/entities/publication/cd83ddb2-347e-4374-8432-f4a645480cea","Marine macroalgae (seaweeds) are ecologically and economically important organisms. However, with increasing environmental stress, disease in seaweeds is likely to become more …","2023","2024-02-08 14:27:08","2024-02-09 00:54:39","","","","","","","","","","","","","","","","","","","","","","Publisher: unsworks.unsw.edu.au","","; ","https://unsworks.unsw.edu.au/bitstreams/e47df180-6b62-49b2-b25e-9da044ca0669/download; https://scholar.google.com/scholar?q=related:BWIx41qvI8oJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"MSILBT3I","journalArticle","2020","Sichert, A; Corzett, CH; Schechter, MS; Unfried, F; ...","Verrucomicrobia use hundreds of enzymes to digest the algal polysaccharide fucoidan","Nature …","","","","https://www.nature.com/articles/s41564-020-0720-2","Brown algae are important players in the global carbon cycle by fixing carbon dioxide into 1 Gt of biomass annually, yet the fate of fucoidan—their major cell wall polysaccharide—…","2020","2024-02-08 14:27:08","2024-02-08 23:54:44","","","","","","","","","","","","","","","","","","","","","","Publisher: nature.com","","; ","https://www.nature.com/articles/s41564-020-0720-2; https://scholar.google.com/scholar?q=related:NIxYzYAjRgkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"W4A9SNDN","journalArticle","2020","Francis, A","Development and pharmacological evaluation of small molecular bioactives from marine algae associated heterotrophic bacteria","","","","","http://14.139.185.57:8080/jspui/bitstream/123456789/10835/1/175112%20ANEETA%20FRANCIS.pdf","‘Everything is incomplete until everyone is appreciated and acknowledged’. On this moment of dissertation of my master’s degree, I take this opportunity to thank each and every one …","2020","2024-02-08 14:27:09","2024-02-09 00:47:19","","","","","","","","","","","","","","","","","","","","","","Publisher: 14.139.185.57","","; ","http://14.139.185.57:8080/jspui/bitstream/123456789/10835/1/175112%20ANEETA%20FRANCIS.pdf; https://scholar.google.com/scholar?q=related:ZsC0g2t%3Csub%3ER%3C/sub%3EP8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Elo=2020","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"8XB3E7H7","journalArticle","2008","Wiesemeier, T; Jahn, K; Pohnert, G","No evidence for the induction of brown algal chemical defense by the phytohormones jasmonic acid and methyl jasmonate","Journal of chemical ecology","","","10.1007/s10886-008-9568-2","https://link.springer.com/article/10.1007/s10886-008-9568-2","Induced chemical defense reactions are widespread in marine brown algae. Despite the evidence that the biosynthesis of defense metabolites can be up-regulated upon herbivory, we …","2008","2024-02-08 14:27:09","2024-02-08 21:51:10","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s10886-008-9568-2; https://scholar.google.com/scholar?q=related:ngG%3Csub%3EN%3C/sub%3Efa2md4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5KZSE9AI","journalArticle","2017","Bondoso, J; Godoy-Vitorino, F; Balague, V; ...","Epiphytic Planctomycetes communities associated with three main groups of macroalgae","FEMS microbiology …","","","","https://academic.oup.com/femsec/article-abstract/93/3/fiw255/2901058","Planctomycetes, a unique group of widespread and understudied bacteria, are known to be associated with macroalgae. The temporal dynamics and the host-specific association of …","2017","2024-02-08 14:27:10","2024-02-08 22:03:34","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","; ","https://academic.oup.com/femsec/article/93/3/fiw255/2901058; https://scholar.google.com/scholar?q=related:51jP2BVch%3Csub%3Eg%3C/sub%3EJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"HABKKU44","journalArticle","2014","Singh, RP; Reddy, CRK","Seaweed–microbial interactions: key functions of seaweed-associated bacteria","FEMS microbiology ecology","","","","https://academic.oup.com/femsec/article-abstract/88/2/213/467628","Seaweed-associated bacteria play a crucial role in morphogenesis and growth of seaweeds (macroalgae) in direct and/or indirect ways. Bacterial communities belonging to the phyla …","2014","2024-02-08 14:27:10","2024-02-08 23:57:04","","","","","","","","","","","","","","","","","","","","","","Publisher: academic.oup.com","","; ","https://academic.oup.com/femsec/article/88/2/213/467628; https://scholar.google.com/scholar?q=related:dLQrZe5D4LIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"KXPLWVTP","journalArticle","2017","EGAN, S; KUMAR, V; NAPPI, J; ...","Microbial diversity and symbiotic interactions with macroalgae","Algal and cyanobacteria …","","","10.1142/9781786340580_0016","https://www.worldscientific.com/doi/abs/10.1142/9781786340580_0016","Microorganisms are important players in marine ecosystems and often form close associations with larger eukaryotic organisms including seaweeds (or macroalgae). Recent …","2017","2024-02-08 14:27:10","2024-02-09 00:12:19","","","","","","","","","","","","","","","","","","","","","","Publisher: World Scientific","","","https://scholar.google.com/scholar?q=related:IVljd%E2%82%98xAgsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"DTEPC664","journalArticle","2019","Kizhakkekalam, VK; Chakraborty, K","Pharmacological properties of marine macroalgae-associated heterotrophic bacteria","Archives of microbiology","","","10.1007/s00203-018-1592-1","https://link.springer.com/article/10.1007/s00203-018-1592-1","The rich diversity of marine macroalgae and their associated bacterial flora represent a potential reservoir of bioactive compounds with valuable biotechnological and pharmaceutical …","2019","2024-02-08 14:27:10","2024-02-09 00:10:38","","","","","","","","","","","","","","","","","","","","","","Publisher: Springer","","; ","https://link.springer.com/article/10.1007/s00203-018-1592-1; https://scholar.google.com/scholar?q=related:AvUICr3kBkgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"3AWR4DYQ","journalArticle","2013","Stratil, SB","Ecology of microbes associated with a macroalgal host","","","","","https://oceanrep.geomar.de/id/eprint/23185","In this doctoral project, I investigated the effects of abiotic factors on the composition and cell density of epibacterial communities associated with the ecologically important brown …","2013","2024-02-08 14:27:11","2024-02-09 00:47:26","","","","","","","","","","","","","","","","","","","","","","Publisher: oceanrep.geomar.de","","; ","https://oceanrep.geomar.de/id/eprint/23185/1/Diss%3Csub%3ES%3C/sub%3Etephanie%3Csub%3ES%3C/sub%3Etratil%E2%82%82013.pdf; https://scholar.google.com/scholar?q=related:Su%3Csub%3Er%3C/sub%3EWWpkGRAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"5AGV8DC4","journalArticle","1985","Mow-Robinson, JM; Rheinheimer, G","Comparison of bacterial populations from the Kiel Fjord in relation to the presence or absence of benthic vegetation","","","","10.1515/botm.1985.28.1.29","https://www.degruyter.com/document/doi/10.1515/botm.1985.28.1.29/html","In situ and in vitro studies were carried out in the Kiel Fjord on the interaction between the phytobenthos and bacterial populations in the surrounding waters. Two stations were …","1985","2024-02-08 14:27:11","2024-02-09 00:47:12","","","","","","","","","","","","","","","","","","","","","","Publisher: degruyter.com","","","https://scholar.google.com/scholar?q=related:dflzK-zwfLMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
"D9CEARP8","journalArticle","2019","Al-Wahaibi, ASM; Lapinska, E; Rajarajan, N; ...","Secretion of DNases by marine bacteria: A culture based and bioinformatics approach","Frontiers in …","","","10.3389/fmicb.2019.00969","https://www.frontiersin.org/articles/10.3389/fmicb.2019.00969/full","The vast majority of bacteria present in the natural environment are present in the form of aggregates and/or biofilms. Microbial aggregates are ubiquitous in the marine environment …","2019","2024-02-08 14:27:11","2024-02-08 23:56:57","","","","","","","","","","","","","","","","","","","","","","Publisher: frontiersin.org","","; ","https://www.frontiersin.org/articles/10.3389/fmicb.2019.00969/full; https://scholar.google.com/scholar?q=related:1YyCyv5v1ysJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as%E2%82%9Bdt=2007&as%3Csub%3Ey%3C/sub%3Ehi=2019","zot_refs","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","","",""
