Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
0,"MR Williams","Investigating gastrointestinal tract functional zonation in the gut microbiome and enzyme activity of Oncorhynchus mykiss (Rainbow Trout) with temperature and ion …",2018,"","yorkspace.library.yorku.ca","https://yorkspace.library.yorku.ca/xmlui/handle/10315/35783","",668,"2024-02-07 13:53:53","","","","",,,,,0,0.00,0,1,6,"The regional distribution of digestion, metabolic, osmoregulatory and detoxification function along the GIT of fish are poorly understood. Several studies have shown evidence for …","https://yorkspace.library.yorku.ca/xmlui/bitstream/handle/10315/35783/Williams_Melanie_R_2018_Masters.pdf?sequence=2","https://scholar.google.com/scholar?q=related:E-cIsmyJu3gJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
45,"F Adani, G Ricca","The contribution of alkali soluble (humic acid-like) and unhydrolyzed-alkali soluble (core-humic acid-like) fractions extracted from maize plant to the formation of soil …",2004,"Chemosphere","Elsevier","https://www.sciencedirect.com/science/article/pii/S0045653504000943","https://scholar.google.com/scholar?cites=16633449537880783405&as_sdt=2005&sciodt=2007&hl=en",669,"2024-02-07 13:53:53","","","","",,,,,45,2.25,23,2,20,"Alkali soluble (humic acid-like material) (HA-like) (yield of 132 gkgdm −1 ) and the unhydrolized-alkali soluble (core-humic acid-like material) (core-HA-like) (yield of 33.4 gkgdm −1 ) …","","https://scholar.google.com/scholar?q=related:LfrEFjri1eYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
19,"M Gong, Y Hu, S Yedahalli, A Bassi","Oil extraction processes in microalgae",2017,"Recent Advances in …","researchgate.net","https://www.researchgate.net/profile/Tracy-Hu/publication/319205128_Oil_Extraction_Processes_in_Microalgae/links/599aec2d0f7e9b892bacfeb8/Oil-Extraction-Processes-in-Microalgae.pdf","https://scholar.google.com/scholar?cites=3235997618577557201&as_sdt=2005&sciodt=2007&hl=en",670,"2024-02-07 13:53:53","PDF","","","",,,,,19,2.71,5,4,7,"Microalgae are an attractive source for biofuels due to their high growth rates and lipid content. However, up to the present time, the extraction of lipids from wet microalgae biomass …","https://www.researchgate.net/profile/Tracy-Hu/publication/319205128_Oil_Extraction_Processes_in_Microalgae/links/599aec2d0f7e9b892bacfeb8/Oil-Extraction-Processes-in-Microalgae.pdf","https://scholar.google.com/scholar?q=related:0UZTZbCS6CwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
483,"R Hatti-Kaul","Aqueous two-phase systems: A general overview",2001,"Molecular biotechnology","Springer","https://link.springer.com/article/10.1385/MB:19:3:269","https://scholar.google.com/scholar?cites=16358589415997610602&as_sdt=2005&sciodt=2007&hl=en",671,"2024-02-07 13:53:53","","10.1385/MB:19:3:269","","",,,,,483,21.00,483,1,23,"Biphasic systems formed by mixing of two polymers or a polymer and a salt in water can be used for separation of cells, membranes, viruses, proteins, nucleic acids, and other …","https://link.springer.com/content/pdf/10.1385/MB:19:3:269.pdf","https://scholar.google.com/scholar?q=related:apoA_2ZiBeMJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
9,"SD Murphy","Biochemical and physiological aspects of pollen allelopathy",2002,"Chemical ecology of plants: allelopathy in aquatic and …","Springer","https://link.springer.com/content/pdf/10.1007/978-3-0348-8109-8.pdf#page=247","https://scholar.google.com/scholar?cites=100269277505593133&as_sdt=2005&sciodt=2007&hl=en",672,"2024-02-07 13:53:53","","10.1007/978-3-0348-8109-8","","",,,,,9,0.41,9,1,22,"The exudation of allelochemicals from pollen of one species and the inhibitory effect on pollen germination and tube elongation, stigma and style receptivity, ovule development, and …","","https://scholar.google.com/scholar?q=related:LR-ba2A6ZAEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
16,"N Zulkawi, KH Ng, R Zamberi, SK Yeap, IB Jaganath…","The in vivo hepato-recovery effects of the polyphenol-rich fermented food Xeniji™ on ethanol-induced liver damage",2017,"RSC …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2017/ra/c7ra04616b","https://scholar.google.com/scholar?cites=717697231905043524&as_sdt=2005&sciodt=2007&hl=en",673,"2024-02-07 13:53:53","HTML","","","",,,,,16,2.29,3,6,7,"Xeniji is a health food product produced by bacterial lactic acid fermentation. Although fermented foods, including Xeniji, have been widely consumed for various health purposes, …","https://pubs.rsc.org/en/content/articlehtml/2017/ra/c7ra04616b","https://scholar.google.com/scholar?q=related:RDT7c9TF9QkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
205,"S Azman, AF Khadem, JB Van Lier…","Presence and role of anaerobic hydrolytic microbes in conversion of lignocellulosic biomass for biogas production",2015,"Critical Reviews in …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/10643389.2015.1053727","https://scholar.google.com/scholar?cites=14728187332555427221&as_sdt=2005&sciodt=2007&hl=en",674,"2024-02-07 13:53:53","","10.1080/10643389.2015.1053727","","",,,,,205,22.78,51,4,9,"In recent years, biogas production from complex biomass has received great interest. Therefore, many studies have been conducted to understand the anaerobic digestion process and …","","https://scholar.google.com/scholar?q=related:lc1fflgIZcwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"ESM El-Morsy","Mycological Society of America",1999,"Mycologia","researchgate.net","https://www.researchgate.net/profile/El-Sayed-El-Morsy/publication/271811508_Microfungi_from_the_Ectorhizosphere-Rhizoplane_Zone_of_Different_Halophytic_Plants_from_the_Red_Sea_Coast_of_Egypt/links/59b3bb4b458515a5b4908da1/Microfungi-from-the-Ectorhizosphere-Rhizoplane-Zone-of-Different-Halophytic-Plants-from-the-Red-Sea-Coast-of-Egypt.pdf","",675,"2024-02-07 13:53:53","PDF","","","",,,,,0,0.00,0,1,25,"The mycota colonizing the ectorhizo-sphere-rhizoplane zone of Avicennia marina, Halocnemum strobilecium, Zygophyllum album, Z. coccineum, Z. simplex, Arthrocnemum …","https://www.researchgate.net/profile/El-Sayed-El-Morsy/publication/271811508_Microfungi_from_the_Ectorhizosphere-Rhizoplane_Zone_of_Different_Halophytic_Plants_from_the_Red_Sea_Coast_of_Egypt/links/59b3bb4b458515a5b4908da1/Microfungi-from-the-Ectorhizosphere-Rhizoplane-Zone-of-Different-Halophytic-Plants-from-the-Red-Sea-Coast-of-Egypt.pdf","https://scholar.google.com/scholar?q=related:C_4tfYi8f2sJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
41,"GÖ Sinir, CE Tamer, S Suna","Kombucha tea: A promising fermented functional beverage",2019,"Fermented Beverages","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128152713000105","https://scholar.google.com/scholar?cites=10457261958338984857&as_sdt=2005&sciodt=2007&hl=en",676,"2024-02-07 13:53:53","","","","",,,,,41,8.20,14,3,5,"… The medicus Kombu used this beverage to treat the digestive troubles of the Japanese Emperor. With the expansion of commerce, the consumption of kombucha expanded to Russia …","","https://scholar.google.com/scholar?q=related:mTsAnlioH5EJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
140,"J Seroˆdio, S Vieira, S Cruz, H Coelho","Rapid light-response curves of chlorophyll fluorescence in microalgae: relationship to steady-state light curves and non-photochemical quenching in benthic …",2006,"Photosynthesis research","Springer","https://link.springer.com/article/10.1007/s11120-006-9105-5","https://scholar.google.com/scholar?cites=4281101686267410246&as_sdt=2005&sciodt=2007&hl=en",677,"2024-02-07 13:53:53","HTML","10.1007/s11120-006-9105-5","","",,,,,140,7.78,35,4,18,"Rapid light-response curves (RLC) of variable chlorophyll fluorescence were measured on estuarine benthic microalgae with the purpose of characterising its response to changes in …","https://link.springer.com/article/10.1007/s11120-006-9105-5","https://scholar.google.com/scholar?q=related:RndLKU2HaTsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"GI Swick","Safe Handling of Ethnic Foods",2000,"FOOD SCIENCE AND TECHNOLOGY-NEW YORK …","books.google.com","https://books.google.com/books?hl=en&lr=&id=B78FvN7NX34C&oi=fnd&pg=PA373&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=hHAx8QS76q&sig=Y14kQs6PSKEb7HMT_QxpDPA3Zek","",678,"2024-02-07 13:53:53","","","","",,,,,0,0.00,0,1,24,"This chapter is designed to expose you to some common violations and situations found during ethnic restaurant inspections. Perhaps you will gain some insight on what to look for and …","","https://scholar.google.com/scholar?q=related:L83jFeR0utkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
98,"EE Beuling, D Van Dusschoten, P Lens…","Characterization of the diffusive properties of biofilms using pulsed field gradient‐nuclear magnetic resonance",1998,"Biotechnology and …","Wiley Online Library","https://onlinelibrary.wiley.com/doi/abs/10.1002/(SICI)1097-0290(19981105)60:3%3C283::AID-BIT3%3E3.0.CO;2-D","https://scholar.google.com/scholar?cites=18367444833750444227&as_sdt=2005&sciodt=2007&hl=en",679,"2024-02-07 13:53:53","","10.1002/(SICI)1097-0290(19981105)60:3%3C283::AID-BIT3%3E3.0.CO;2-D","","",,,,,98,3.77,25,4,26,"The mobility of water in intact biofilms was measured with pulsed field gradient nuclear magnetic resonance (PFG‐NMR) and used to characterise their diffusive properties. The results …","https://onlinelibrary.wiley.com/doi/pdf/10.1002/%28SICI%291097-0290%2819981105%2960%3A3%3C283%3A%3AAID-BIT3%3E3.0.CO%3B2-D","https://scholar.google.com/scholar?q=related:w2hH68JF5v4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"SN Lawler","Characterization of Bacterial Diversity in Cold-Water Anthothelidae Corals",2015,"","search.proquest.com","https://search.proquest.com/openview/49a3288c383be40a130a9a5643932a11/1?pq-origsite=gscholar&cbl=18750","",680,"2024-02-07 13:53:53","HTML","","","",,,,,0,0.00,0,1,9,"Cold-water corals, similar to tropical corals, contain a diverse and complex microbial landscape. Comprised of vital microscopic organisms (ie bacteria, viruses, archaea), the coral …","https://search.proquest.com/openview/49a3288c383be40a130a9a5643932a11/1?pq-origsite=gscholar&cbl=18750","https://scholar.google.com/scholar?q=related:VGQBH1rPixgJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
7,"L Jerling","Apomixis in plants",2017,"","books.google.com","https://books.google.com/books?hl=en&lr=&id=JodHDwAAQBAJ&oi=fnd&pg=PT14&dq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&ots=GEQhrYfkrC&sig=31SyVoRZYGuVT393EiWaIFa1F-k","https://scholar.google.com/scholar?cites=32105622059000251&as_sdt=2005&sciodt=2007&hl=en",681,"2024-02-07 13:53:53","","","","",,,,,7,1.00,7,1,7,"… Lee29 reported the occurrence of apospory and apogamy in explants of Laminaria saccharina, cultivated on agar media. Male gametophytes were formed directly from sporophyte …","","https://scholar.google.com/scholar?q=related:u6EepuQPcgAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
18,"G Bongs, KH van Pée","Enzymatic chlorination using bacterial nonheme haloperoxidases",1994,"Enzyme and microbial technology","Elsevier","https://www.sciencedirect.com/science/article/pii/0141022994901090","https://scholar.google.com/scholar?cites=13136556757211062708&as_sdt=2005&sciodt=2007&hl=en",682,"2024-02-07 13:53:53","","","","",,,,,18,0.60,9,2,30,"The nonheme chloroperoxidases from Pseudomonas pyrrocinia and Streptomyces aureofaciens Tü24 are the only haloperoxidases with substrate specificity known until now. The …","","https://scholar.google.com/scholar?q=related:tKFSLcVsTrYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
70,"C Fernández, MJ Cuetos, EJ Martínez, X Gómez","Thermophilic anaerobic digestion of cheese whey: Coupling H2 and CH4 production",2015,"Biomass and bioenergy","Elsevier","https://www.sciencedirect.com/science/article/pii/S0961953415300118","https://scholar.google.com/scholar?cites=3018524709552001773&as_sdt=2005&sciodt=2007&hl=en",683,"2024-02-07 13:53:53","","","","",,,,,70,7.78,18,4,9,"The thermophilic anaerobic digestion of cheese whey was evaluated using a single and two stage configuration (H 2 –CH 4 ) in a sequencing batch reactor (SBR). The single stage …","","https://scholar.google.com/scholar?q=related:7RKWAjv04ykJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
3,"M Wietz","Global patterns of marine bacterioplankton diversity and characterization of bioactive Vibrionaceae isolates",2011,"","researchgate.net","https://www.researchgate.net/profile/Matthias-Wietz/publication/266850698_Global_patterns_of_marine_bacterioplankton_diversity_and_characterization_of_bioactive_Vibrionaceae_isolates/links/543d0d430cf24ef33b765d00/Global-patterns-of-marine-bacterioplankton-diversity-and-characterization-of-bioactive-Vibrionaceae-isolates.pdf","https://scholar.google.com/scholar?cites=12507254398928177691&as_sdt=2005&sciodt=2007&hl=en",684,"2024-02-07 13:53:53","PDF","","","",,,,,3,0.23,3,1,13,"The diversity, activity and ecological importance of marine microorganisms, which represent the main form of biomass in the oc Page 1 Global patterns of marine bacterioplankton …","https://www.researchgate.net/profile/Matthias-Wietz/publication/266850698_Global_patterns_of_marine_bacterioplankton_diversity_and_characterization_of_bioactive_Vibrionaceae_isolates/links/543d0d430cf24ef33b765d00/Global-patterns-of-marine-bacterioplankton-diversity-and-characterization-of-bioactive-Vibrionaceae-isolates.pdf","https://scholar.google.com/scholar?q=related:G0qOC5yxkq0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
4,"DAN Ussiri, R Lal, DAN Ussiri, R Lal","The role of bioenergy in mitigating climate change",2017,"Carbon Sequestration for Climate …","Springer","https://link.springer.com/chapter/10.1007/978-3-319-53845-7_12","https://scholar.google.com/scholar?cites=18333888813326939394&as_sdt=2005&sciodt=2007&hl=en",685,"2024-02-07 13:53:53","","10.1007/978-3-319-53845-7_12","","",,,,,4,0.57,1,4,7,"The combustion of fossil fuels drive the steady increase in greenhouse gases Greenhouse gases (GHG) and global temperatures observed in recent decades. The realization of …","","https://scholar.google.com/scholar?q=related:AjXcFb0Ob_4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
0,"ASR MARIN","Direct examination of growing filaments to determine phosphate growth kinetics in Cladophora glomerata (L.) Klitz and Stigeoclonium tenue (Agardh) Klitz",2012,"Periphyton of Freshwater Ecosystems: Proceedings of …","Springer","https://link.springer.com/content/pdf/10.1007/978-94-009-7293-3.pdf#page=114","",686,"2024-02-07 13:53:53","","10.1007/978-94-009-7293-3","","",,,,,0,0.00,0,1,12,"Semi-continuous (petri-plate) cultures were used for assessing growth kinetics in attached filaments of (Lake-Ontario derived) Cladophora glomerata and Stigeoclonium tenue relative …","","https://scholar.google.com/scholar?q=related:nI7X-aKfn7EJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
44,"T Tinta, T Kogovšek, K Klun, A Malej, GJ Herndl, V Turk","Jellyfish-associated microbiome in the marine environment: exploring its biotechnological potential",2019,"Marine drugs","mdpi.com","https://www.mdpi.com/1660-3397/17/2/94","https://scholar.google.com/scholar?cites=162812693043381659&as_sdt=2005&sciodt=2007&hl=en",687,"2024-02-07 13:53:53","","","","",,,,,44,8.80,7,6,5,"Despite accumulating evidence of the importance of the jellyfish-associated microbiome to jellyfish, its potential relevance to blue biotechnology has only recently been recognized. In …","https://www.mdpi.com/1660-3397/17/2/94/pdf","https://scholar.google.com/scholar?q=related:m4XGHUhtQgIJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
30,"AV Nair, KK Vijayan, K Chakraborty…","Diversity and characterization of antagonistic bacteria from tropical estuarine habitats of Cochin, India for fish health management",2012,"World Journal of …","Springer","https://link.springer.com/article/10.1007/s11274-012-1067-5","https://scholar.google.com/scholar?cites=4130282919131840748&as_sdt=2005&sciodt=2007&hl=en",688,"2024-02-07 13:53:53","HTML","10.1007/s11274-012-1067-5","","",,,,,30,2.50,8,4,12,"Mortalities due to pathogenic bacteria are a major problem in aquaculture, especially in larval rearing systems. Use of antibiotics to overcome this problem is not an option any more due …","https://link.springer.com/article/10.1007/s11274-012-1067-5","https://scholar.google.com/scholar?q=related:7IC3iG62UTkJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
36,"IT Tseng, YL Chen, CH Chen, ZX Shen, CH Yang…","Exceeding the theoretical fermentation yield in mixotrophic Rubisco-based engineered Escherichia coli",2018,"Metabolic …","Elsevier","https://www.sciencedirect.com/science/article/pii/S1096717618300533","https://scholar.google.com/scholar?cites=11373111663956500248&as_sdt=2005&sciodt=2007&hl=en",689,"2024-02-07 13:53:53","","","","",,,,,36,6.00,6,6,6,"Rubisco-based engineered Escherichia coli MZLFB (E. coli BL21(DE3) Δzwf, Δldh, Δfrd) containing heterologous phosphoribulokinase (Prk) and Ribulose-1,5- bisphosphate …","","https://scholar.google.com/scholar?q=related:GJ_6EM1o1Z0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
3,"K Richarz, BP Kremer","Organismische Rekorde",2017,"","Springer","https://link.springer.com/content/pdf/10.1007/978-3-662-53780-0.pdf","https://scholar.google.com/scholar?cites=7421988614705998510&as_sdt=2005&sciodt=2007&hl=en",690,"2024-02-07 13:53:53","BOOK","10.1007/978-3-662-53780-0","","",,,,,3,0.43,2,2,7,"Zahlen haben etwas Faszinierendes–gewiss nicht nur auf dem Kontoauszug (wenn sie denn mit positivem Vorzeichen schwarz verbucht sind), sondern generell, weil sie uns mit …","","https://scholar.google.com/scholar?q=related:rmqLWlIzAGcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
82,"MB Osuna, MH Zandvoort, JM Iza…","Effects of trace element addition on volatile fatty acid conversions in anaerobic granular sludge reactors",2003,"Environmental …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/09593330309385592","https://scholar.google.com/scholar?cites=15926198493102843098&as_sdt=2005&sciodt=2007&hl=en",691,"2024-02-07 13:53:53","","10.1080/09593330309385592","","",,,,,82,3.90,21,4,21,"The effect of the addition of trace elements on the conversion of a mixture of volatile fatty acids (Acetate, Propionate, Butyrate, in a ratio 3:1:1) by anaerobic granular sludge was …","","https://scholar.google.com/scholar?q=related:2qTBGyY5Bd0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_yhi=2019"
