Cites,Authors,Title,Year,Source,Publisher,ArticleURL,CitesURL,GSRank,QueryDate,Type,DOI,ISSN,CitationURL,Volume,Issue,StartPage,EndPage,ECC,CitesPerYear,CitesPerAuthor,AuthorCount,Age,Abstract,FullTextURL,RelatedURL
3,"A Arias, G Feijoo, MT Moreira","Macroalgae biorefineries as a sustainable resource in the extraction of value-added compounds",2023,"Algal Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S2211926422003253","https://scholar.google.com/scholar?cites=8582669030933713305&as_sdt=2005&sciodt=2007&hl=en",53,"2024-02-07 15:29:36","HTML","","","",,,,,3,3.00,1,3,1,"Beyond the commercial exploitation of macroalgae as food and as a source of phycocolloids, this bioresource could represent a third-generation feedstock to obtain a wide range of …","https://www.sciencedirect.com/science/article/pii/S2211926422003253","https://scholar.google.com/scholar?q=related:mdGMvQLEG3cJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
12,"S Kraan","Seaweed resources, collection, and cultivation with respect to sustainability",2020,"Sustainable seaweed technologies","Elsevier","https://www.sciencedirect.com/science/article/pii/B9780128179437000032","https://scholar.google.com/scholar?cites=11169525502220235076&as_sdt=2005&sciodt=2007&hl=en",54,"2024-02-07 15:29:36","","","","",,,,,12,3.00,12,1,4,"Seaweed utilization, wild harvesting, and cultivation have played an important role in many coastal communities all around the world for centuries. Seaweeds have been used …","","https://scholar.google.com/scholar?q=related:RPGA_UMgApsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
2,"D Van Breda, R Lufu, NJ Goosen","Optimisation of cellulase-assisted extraction of laminarin from the brown seaweed Ecklonia maxima, using response surface methodology",2021,"Biomass Conversion and Biorefinery","Springer","https://link.springer.com/article/10.1007/s13399-021-01985-x","https://scholar.google.com/scholar?cites=9059580702455417276&as_sdt=2005&sciodt=2007&hl=en",55,"2024-02-07 15:29:36","HTML","10.1007/s13399-021-01985-x","","",,,,,2,0.67,1,3,3,"The β-glucan laminarin is a high-value compound well suited for the food and nutraceutical industries because of its multiple bioactivities. Enzyme-assisted-extraction (EAE) is a …","https://link.springer.com/article/10.1007/s13399-021-01985-x","https://scholar.google.com/scholar?q=related:vMnWL6YYun0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
29,"G Johnsen, E Leu, R Gradinger","Marine micro-and macroalgae in the polar night",2020,"Polar night marine ecology: life and light …","Springer","https://link.springer.com/chapter/10.1007/978-3-030-33208-2_4","https://scholar.google.com/scholar?cites=3477312519457543988&as_sdt=2005&sciodt=2007&hl=en",56,"2024-02-07 15:29:36","","10.1007/978-3-030-33208-2_4","","",,,,,29,7.25,10,3,4,"… (a) Saccharina latissima with sorus in central parts of lamina. (b) Saccharina latissima with degraded sorus with released spores. (c) Saccharina nigripes/Laminaria digitata species …","https://ntnuopen.ntnu.no/ntnu-xmlui/bitstream/handle/11250/2734299/Marine+micro-+and+macroalgae+in+the+Arctic+Polar+Night.pdf?sequence=2","https://scholar.google.com/scholar?q=related:NBdJF1DlQTAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
373,"R Araújo, F Vázquez Calderón…","Current status of the algae production industry in Europe: an emerging sector of the blue bioeconomy",2021,"Frontiers in Marine …","frontiersin.org","https://www.frontiersin.org/articles/10.3389/fmars.2020.626389/full","https://scholar.google.com/scholar?cites=17003082094051113914&as_sdt=2005&sciodt=2007&hl=en",57,"2024-02-07 15:29:36","HTML","10.3389/fmars.2020.626389","","",,,,,373,124.33,124,3,3,"The EU Bioeconomy Strategy aims to support the sustainable growth and development of the EU bio-based sectors while creating jobs, innovation and services. Despite the recognized …","https://www.frontiersin.org/articles/10.3389/fmars.2020.626389/full","https://scholar.google.com/scholar?q=related:uru4DhQV9-sJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
23,"K Filbee-Dexter, CJ Feehan, DA Smale…","Kelp carbon sink potential decreases with warming due to accelerating decomposition",2022,"PLoS …","journals.plos.org","https://journals.plos.org/Plosbiology/article?id=10.1371/journal.pbio.3001702","https://scholar.google.com/scholar?cites=121531249878075676&as_sdt=2005&sciodt=2007&hl=en",58,"2024-02-07 15:29:36","HTML","","","",,,,,23,11.50,6,4,2,"… Experiments on 2 dominant species of kelp (Laminaria hyperborea and Saccharina latissima) were deployed through a collaborative network of researchers in the northeast Pacific …","https://journals.plos.org/Plosbiology/article?id=10.1371/journal.pbio.3001702","https://scholar.google.com/scholar?q=related:HIkXIgfErwEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
42,"D Kumar, A Pugazhendi, AK Bajhaiya…","Biofuel production from Macroalgae: present scenario and future scope",2021,"…","ncbi.nlm.nih.gov","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8809944/","https://scholar.google.com/scholar?cites=1446709562412925812&as_sdt=2005&sciodt=2007&hl=en",59,"2024-02-07 15:29:36","HTML","","","",,,,,42,14.00,11,4,3,"… Similarly, Anastasakis and Ross [ 68 ] investigated the same liquefaction in brown macroalgae Laminaria saccharina which infiuences reaction parameters and yielded the highest bio-…","https://www.ncbi.nlm.nih.gov/pmc/articles/PMC8809944/","https://scholar.google.com/scholar?q=related:dIPImK6-ExQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
0,"S Pramanik, A Singh, BM Abualsoud, A Deepak…","From algae to advancements: laminarin in biomedicine",2024,"RSC …","pubs.rsc.org","https://pubs.rsc.org/en/content/articlehtml/2024/ra/d3ra08161c","",60,"2024-02-07 15:29:36","HTML","","","",,,,,0,0.00,0,5,1,"Laminarin, a complicated polysaccharide originating from brown algae, has emerged as a compelling candidate in the domain of biomedical research. This enigmatic molecule, …","https://pubs.rsc.org/en/content/articlehtml/2024/ra/d3ra08161c","https://scholar.google.com/scholar?q=related:jN16TyRm6J8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
1,"TN Gustafson","Are they what they eat? A stable GIT microbiome characterized in P. resecata",2020,"","ir.library.oregonstate.edu","https://ir.library.oregonstate.edu/concern/honors_college_theses/47429h530","https://scholar.google.com/scholar?cites=2210899176768526861&as_sdt=2005&sciodt=2007&hl=en",61,"2024-02-07 15:29:36","","","","",,,,,1,0.25,1,1,4,"Intertidal herbivores, such as isopods, help regulate and contribute to nutrient cycling and organic carbon flow through the trophic levels in estuaries and coastal ecosystems. Though …","https://ir.library.oregonstate.edu/downloads/g732dh249","https://scholar.google.com/scholar?q=related:Ddp9YRaxrh4J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
19,"L Allahgholi, RRR Sardari, S Hakvåg, KZG Ara…","Composition analysis and minimal treatments to solubilize polysaccharides from the brown seaweed Laminaria digitata for microbial growth of thermophiles",2020,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-020-02103-6","https://scholar.google.com/scholar?cites=11499973389333107648&as_sdt=2005&sciodt=2007&hl=en",62,"2024-02-07 15:29:36","HTML","10.1007/s10811-020-02103-6","","",,,,,19,4.75,4,5,4,"… , replacing mannitol with the extracts (25, 50 or 75% (v/v) corresponding to approximately 1.4, 2.8 and 4.2 g L −1 respectively), as also described for extracts of Saccharina latissima in …","https://link.springer.com/article/10.1007/s10811-020-02103-6","https://scholar.google.com/scholar?q=related:wBOlPd4cmJ8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
4,"N Neveux, AA Nugroho, DA Roberts, MJ Vucko…","Selecting extraction conditions for the production of liquid biostimulants from the freshwater macroalga Oedogonium intermedium",2020,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-019-01925-3","https://scholar.google.com/scholar?cites=15323538092493371647&as_sdt=2005&sciodt=2007&hl=en",63,"2024-02-07 15:29:36","HTML","10.1007/s10811-019-01925-3","","",,,,,4,1.00,1,5,4,"Liquid biostimulants made from macroalgae have traditionally been based on the processing of brown seaweeds collected from the wild. In this study, liquid extracts were produced …","https://link.springer.com/article/10.1007/s10811-019-01925-3","https://scholar.google.com/scholar?q=related:__g7IbUkqNQJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
10,"N El Zawawy, S El Shafay, AEF Abomohra","Macroalgal activity against fungal urinary tract infections: in vitro screening and evaluation study",2020,"Rendiconti Lincei. Scienze …","Springer","https://link.springer.com/article/10.1007/s12210-019-00856-y","https://scholar.google.com/scholar?cites=13489559632502598318&as_sdt=2005&sciodt=2007&hl=en",64,"2024-02-07 15:29:36","HTML","10.1007/s12210-019-00856-y","","",,,,,10,2.50,3,3,4,"Application of antimicrobial botanical extracts and other natural products is receiving increasing attention. The present study aimed to evaluate the antifungal activities of some …","https://link.springer.com/article/10.1007/s12210-019-00856-y","https://scholar.google.com/scholar?q=related:rirE1wOLNLsJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
12,"RS Baghel","Developments in seaweed biorefinery research: A comprehensive review",2023,"Chemical Engineering Journal","Elsevier","https://www.sciencedirect.com/science/article/pii/S1385894722056571","https://scholar.google.com/scholar?cites=11175570296915677554&as_sdt=2005&sciodt=2007&hl=en",65,"2024-02-07 15:29:36","","","","",,,,,12,12.00,12,1,1,"The seaweed biorefinery is the analog of a petroleum refinery to produce a wide variety of chemicals and fuels using the technological invention from seaweed biomass in a sustainable …","https://drs.nio.res.in/drs/bitstream/handle/2264/8937/10960.pdf?sequence=1","https://scholar.google.com/scholar?q=related:ctEQbvmZF5sJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
63,"MC Mendes, S Navalho, A Ferreira, C Paulino…","Algae as food in Europe: An overview of species diversity and their application",2022,"Foods","mdpi.com","https://www.mdpi.com/2304-8158/11/13/1871","https://scholar.google.com/scholar?cites=7906555166483622755&as_sdt=2005&sciodt=2007&hl=en",66,"2024-02-07 15:29:36","HTML","","","",,,,,63,31.50,13,5,2,"Algae have been consumed for millennia in several parts of the world as food, food supplements, and additives, due to their unique organoleptic properties and nutritional and health …","https://www.mdpi.com/2304-8158/11/13/1871","https://scholar.google.com/scholar?q=related:YytJfwi6uW0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
10,"C Xie, ZJ Lee, S Ye, CJ Barrow…","A Review on Seaweeds and Seaweed-Derived Polysaccharides: Nutrition, Chemistry, Bioactivities, and Applications",2023,"Food Reviews …","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/87559129.2023.2212055","https://scholar.google.com/scholar?cites=4574791889796400123&as_sdt=2005&sciodt=2007&hl=en",67,"2024-02-07 15:29:36","","10.1080/87559129.2023.2212055","","",,,,,10,10.00,2,5,1,"… As assessed, the As and I contents in the kombu sample were 38,373 µg/kg and 1,461 mg/kg, and the Cd content in the nori sample was 1,590 µg/kg, which exceeded the As, I and Cd …","https://www.tandfonline.com/doi/pdf/10.1080/87559129.2023.2212055","https://scholar.google.com/scholar?q=related:-wOnSPzsfD8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
22,"Y Gao, Y Zhang, M Du, F Lin, W Jiang, W Li…","Dissolved organic carbon from cultured kelp Saccharina japonica: production, bioavailability, and bacterial degradation rates",2021,"Aquaculture …","int-res.com","https://www.int-res.com/abstracts/aei/v13/p101-110","https://scholar.google.com/scholar?cites=9572265524268893627&as_sdt=2005&sciodt=2007&hl=en",68,"2024-02-07 15:29:36","","","","",,,,,22,7.33,3,7,3,"Seaweed farming is widely perceived as one of the most environmentally benign types of aquaculture activity. In the past 10 yr, global seaweed production has doubled and reached …","https://www.int-res.com/articles/aei2021/13/q013p101.pdf","https://scholar.google.com/scholar?q=related:uwXEPceE14QJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
2,"N Trivedi, AS Mondal, R Sharma…","Marine macroalgal biorefinery: Recent developments and future perspectives",2022,"Algal biorefineries and …","api.taylorfrancis.com","https://api.taylorfrancis.com/content/chapters/edit/download?identifierName=doi&identifierValue=10.1201/9781003195405-1&type=chapterpdf","https://scholar.google.com/scholar?cites=14338920175709666656&as_sdt=2005&sciodt=2007&hl=en",69,"2024-02-07 15:29:36","","","","",,,,,2,1.00,1,4,2,"Marine macroalgae are one of the precious gems of the marine ecosystem. Based on the morphology and pigmentation, macroalgae have been classified into three types: red (…","","https://scholar.google.com/scholar?q=related:YD3bz-0T_sYJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
1,"P Monteiro, S Lomartire, J Cotas, D Pacheco…","Seaweeds as a Fermentation Substrate: A Challenge for the Food Processing Industry. Processes 2021, 9, 1953",2021,"","academia.edu","https://www.academia.edu/download/76630695/pdf.pdf","https://scholar.google.com/scholar?cites=1677928753222373952&as_sdt=2005&sciodt=2007&hl=en",70,"2024-02-07 15:29:36","PDF","","","",,,,,1,0.33,0,5,3,"… Researchers found that heat treatment allied to the fermentation process can, in fact, enhance sugar kelp (Saccharina latissima) organoleptic characteristics [40]. Fresh sugar kelp …","https://www.academia.edu/download/76630695/pdf.pdf","https://scholar.google.com/scholar?q=related:QNI7nk8zSRcJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
0,"F Zhang, S Liu, XY Wang","Changes of the community structure of marine planktonic bacteria in the kelp culture area of Dongshan Bay.",2023,"","cabidigitallibrary.org","https://www.cabidigitallibrary.org/doi/full/10.5555/20230304519","",71,"2024-02-07 15:29:36","","10.5555/20230304519","","",,,,,0,0.00,0,3,1,"The planktonic bacterial community in seawater of a kelp culture area in Dongshan Bay, Fujian Province was investigated to understand the changes of bacteria structure characteristics …","https://www.cabidigitallibrary.org/doi/pdf/10.5555/20230304519","https://scholar.google.com/scholar?q=related:hSU_T55m6KEJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
2,"D Chung, YM Kwon, Y Yang","The complete mitochondrial genome of Trichoderma simmonsii (Hypocreales: Hypocreaceae) from the Southern Coast of Korea",2022,"Mitochondrial DNA Part B","Taylor &Francis","https://www.tandfonline.com/doi/abs/10.1080/23802359.2022.2060766","https://scholar.google.com/scholar?cites=17108229307111956964&as_sdt=2005&sciodt=2007&hl=en",72,"2024-02-07 15:29:36","","10.1080/23802359.2022.2060766","","",,,,,2,1.00,1,3,2,"Fungal species in the genus Trichoderma are widely used for industrial enzyme production and as biocontrol agents. In this study, we report the complete mitochondrial genome of a …","https://www.tandfonline.com/doi/full/10.1080/23802359.2022.2060766","https://scholar.google.com/scholar?q=related:5OFVWumjbO0J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
22,"JO Jin, D Yadav, K Madhwani, N Puranik, V Chavda…","Seaweeds in the oncology arena: Anti-cancer potential of fucoidan as a drug—A review",2022,"Molecules","mdpi.com","https://www.mdpi.com/1420-3049/27/18/6032","https://scholar.google.com/scholar?cites=46757491932082739&as_sdt=2005&sciodt=2007&hl=en",73,"2024-02-07 15:29:36","","","","",,,,,22,11.00,4,6,2,"Marine natural products are a discerning arena to search for the future generation of medications to treat a spectrum of ailments. Meanwhile, cancer is becoming more ubiquitous over …","https://www.mdpi.com/1420-3049/27/18/6032/pdf","https://scholar.google.com/scholar?q=related:MzIz8bAdpgAJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
2,"S Agrawal, K Khatri, MS Rathore","Seaweed Biomass and Microbial Lipids as a Source of Biofuel",2020,"Biotechnology for Biofuels: A …","Springer","https://link.springer.com/chapter/10.1007/978-981-15-3761-5_6","https://scholar.google.com/scholar?cites=9220967793496475835&as_sdt=2005&sciodt=2007&hl=en",74,"2024-02-07 15:29:36","","10.1007/978-981-15-3761-5_6","","",,,,,2,0.50,1,3,4,"… This polysaccharide is found in the species like Laminaria digitata, Saccharina latissima, … the two macroalgal species that are Laminaria saccharina a brown seaweed and Palmaria …","","https://scholar.google.com/scholar?q=related:u8iseFp1938J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
10,"KD Chikani-Cabrera, PMB Fernandes, R Tapia-Tussell…","Improvement in Methane Production from Pelagic Sargassum Using Combined Pretreatments",2022,"Life","mdpi.com","https://www.mdpi.com/2075-1729/12/8/1214","https://scholar.google.com/scholar?cites=2257063797274109308&as_sdt=2005&sciodt=2007&hl=en",75,"2024-02-07 15:29:36","","","","",,,,,10,5.00,3,4,2,"The constant golden tides of Sargassum spp., identified to be a mixture of Sargassum natans and Sargassum fluitans, observed recently in the Mexican Caribbean have affected the …","https://www.mdpi.com/2075-1729/12/8/1214/pdf","https://scholar.google.com/scholar?q=related:fOXqr5CzUh8J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
0,"HM Hao, YH Bi, NN Wei, PC Lin, SH Mei…","Expression of a periplasmic β-carbonic anhydrase (CA) gene is positively correlated with HCO3- utilization by the gametophytes of Saccharina japonica …",2023,"Journal of Applied …","Springer","https://link.springer.com/article/10.1007/s10811-023-03088-8","",76,"2024-02-07 15:29:36","HTML","10.1007/s10811-023-03088-8","","",,,,,0,0.00,0,6,1,"As an ecologically and economically important seaweed, Saccharina japonica has developed strategies to utilize HCO 3 - . In general, seaweeds have at least three mechanisms for …","https://link.springer.com/article/10.1007/s10811-023-03088-8","https://scholar.google.com/scholar?q=related:5HJTD03zQGwJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
4,"JMC Obando, TC dos Santos, M Bernardes…","Chemical variation and analysis of diterpenes from seaweed Dictyota menstrualis under controlled conditions",2022,"Algal Research","Elsevier","https://www.sciencedirect.com/science/article/pii/S221192642200008X","https://scholar.google.com/scholar?cites=6781236765744487207&as_sdt=2005&sciodt=2007&hl=en",77,"2024-02-07 15:29:36","","","","",,,,,4,2.00,1,4,2,"Brown algae are a rich source of valuable compounds. The Dictyota species are resources tapped to obtain diterpenes with important bioactivities, that seem to have potential …","","https://scholar.google.com/scholar?q=related:J9sE8OjKG14J:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
1,"M Kaur, KC Saini, A Mallick, F Bast","Seaweed-associated epiphytic bacteria: Diversity, ecological and economic implications",2023,"Aquatic Botany","Elsevier","https://www.sciencedirect.com/science/article/pii/S0304377023000839","https://scholar.google.com/scholar?cites=5402372140258974263&as_sdt=2005&sciodt=2007&hl=en",78,"2024-02-07 15:29:36","","","","",,,,,1,1.00,0,4,1,"The microbial communities associated with seaweeds remain underexplored, despite their enormous biodiversity and the fact that they differ significantly from their free-living …","","https://scholar.google.com/scholar?q=related:N1qarNYU-UoJ:scholar.google.com/&scioq=%22saccharina+latissima%22%7C%22s+latissima%22%7C%22s+longicruris%22%7C%22saccharina+longicruris%22%7C%22laminaria+saccharina%22%7C%22l+saccharina%22%7C%22sugar+kelp%22%7C%22sea+belt%22%7C%22kombu%22%7C%22devil%27s+apron%22+%22bacter*%22%7C%22microb*%22%7C%22holob*%22%7C%22symbio*%22&hl=en&as_sdt=2007&as_ylo=2020"
